ID,triple1,question,answer,inferred triple,label
661,Carlos Fonseca is different from Born 1985).,"Given the previous statement, is Born 1985) an Carlos Fonseca?",Yes,Born 1985) is different from Carlos Fonseca.,True
662,Carlos Fonseca is different from Carlos Fonseca (footballer.,"Given the previous statement, is Carlos Fonseca (footballer an Carlos Fonseca?",Yes,Carlos Fonseca (footballer is different from Carlos Fonseca.,True
663,Carlos Henrique is different from Born 1983).,"Given the previous statement, is Born 1983) an Carlos Henrique?",Yes,Born 1983) is different from Carlos Henrique.,True
664,Carlos Henrique is different from Carlinhos (footballer.,"Given the previous statement, is Carlinhos (footballer an Carlos Henrique?",Yes,Carlinhos (footballer is different from Carlos Henrique.,True
665,Carlos Henrique is different from Henrique (footballer.,"Given the previous statement, is Henrique (footballer an Carlos Henrique?",Yes,Henrique (footballer is different from Carlos Henrique.,True
666,Carlos Irigoyen is different from Carlos Irigoyen Ruiz.,"Given the previous statement, is Carlos Irigoyen Ruiz an Carlos Irigoyen?",Yes,Carlos Irigoyen Ruiz is different from Carlos Irigoyen.,True
667,Carlos Lima is different from Carlos Lima.,"Given the previous statement, is Carlos Lima an Carlos Lima?",Yes,Carlos Lima is different from Carlos Lima.,True
668,Carlos Llorens is different from Carlos Bellvís.,"Given the previous statement, is Carlos Bellvís an Carlos Llorens?",Yes,Carlos Bellvís is different from Carlos Llorens.,True
669,Carlos Marighella is different from Marighella.,"Given the previous statement, is Marighella an Carlos Marighella?",Yes,Marighella is different from Carlos Marighella.,True
670,Carlos Martínez is different from Born 1991).,"Given the previous statement, is Born 1991) an Carlos Martínez?",Yes,Born 1991) is different from Carlos Martínez.,True
671,Carlos Martínez is different from Carlos Martínez (pitcher.,"Given the previous statement, is Carlos Martínez (pitcher an Carlos Martínez?",Yes,Carlos Martínez (pitcher is different from Carlos Martínez.,True
672,Carlos Martínez is different from Born 1982).,"Given the previous statement, is Born 1982) an Carlos Martínez?",Yes,Born 1982) is different from Carlos Martínez.,True
673,Carlos Martínez is different from Carlos Martínez (pitcher.,"Given the previous statement, is Carlos Martínez (pitcher an Carlos Martínez?",Yes,Carlos Martínez (pitcher is different from Carlos Martínez.,True
674,Carlos Meza is different from Carlos Mesa.,"Given the previous statement, is Carlos Mesa an Carlos Meza?",Yes,Carlos Mesa is different from Carlos Meza.,True
675,Carlos Molina is different from Carlos Molina.,"Given the previous statement, is Carlos Molina an Carlos Molina?",Yes,Carlos Molina is different from Carlos Molina.,True
676,Carlos Molina is different from Carlos Molina.,"Given the previous statement, is Carlos Molina an Carlos Molina?",Yes,Carlos Molina is different from Carlos Molina.,True
677,Carlos Olsen is different from Carlos Olses.,"Given the previous statement, is Carlos Olses an Carlos Olsen?",Yes,Carlos Olses is different from Carlos Olsen.,True
678,Carlos P. Garcia National Highway is different from Carlos P. Garcia Avenue.,"Given the previous statement, is Carlos P. Garcia Avenue an Carlos P. Garcia National Highway?",Yes,Carlos P. Garcia Avenue is different from Carlos P. Garcia National Highway.,True
679,Carlos Pérez is different from Born 1996).,"Given the previous statement, is Born 1996) an Carlos Pérez?",Yes,Born 1996) is different from Carlos Pérez.,True
680,Carlos Pérez is different from Carlos Pérez (catcher.,"Given the previous statement, is Carlos Pérez (catcher an Carlos Pérez?",Yes,Carlos Pérez (catcher is different from Carlos Pérez.,True
681,Carlos Rentería is different from Carlos Alberto Rentería Mantilla.,"Given the previous statement, is Carlos Alberto Rentería Mantilla an Carlos Rentería?",Yes,Carlos Alberto Rentería Mantilla is different from Carlos Rentería.,True
682,Carlos Rentería is different from Carlos Enrique Rentería.,"Given the previous statement, is Carlos Enrique Rentería an Carlos Rentería?",Yes,Carlos Enrique Rentería is different from Carlos Rentería.,True
683,Carlos Rivero is different from Carlos Rivera.,"Given the previous statement, is Carlos Rivera an Carlos Rivero?",Yes,Carlos Rivera is different from Carlos Rivero.,True
684,Carlos Salcedo is different from Carlos Salcido.,"Given the previous statement, is Carlos Salcido an Carlos Salcedo?",Yes,Carlos Salcido is different from Carlos Salcedo.,True
685,Carlos Salcido is different from Carlos Salcedo.,"Given the previous statement, is Carlos Salcedo an Carlos Salcido?",Yes,Carlos Salcedo is different from Carlos Salcido.,True
686,Carlos Torre Repetto is different from Eugenio Torre.,"Given the previous statement, is Eugenio Torre an Carlos Torre Repetto?",Yes,Eugenio Torre is different from Carlos Torre Repetto.,True
687,Carlos Valverde is different from Born 1988).,"Given the previous statement, is Born 1988) an Carlos Valverde?",Yes,Born 1988) is different from Carlos Valverde.,True
688,Carlos Valverde is different from Carlos Valverde (footballer.,"Given the previous statement, is Carlos Valverde (footballer an Carlos Valverde?",Yes,Carlos Valverde (footballer is different from Carlos Valverde.,True
689,Carlos Valverde is different from Carlos Javier Valverde Doblado.,"Given the previous statement, is Carlos Javier Valverde Doblado an Carlos Valverde?",Yes,Carlos Javier Valverde Doblado is different from Carlos Valverde.,True
690,Carlos Vilar is different from Carlos Alcántara Vilar.,"Given the previous statement, is Carlos Alcántara Vilar an Carlos Vilar?",Yes,Carlos Alcántara Vilar is different from Carlos Vilar.,True
691,Carlos Vinícius is different from Vinícius Júnior.,"Given the previous statement, is Vinícius Júnior an Carlos Vinícius?",Yes,Vinícius Júnior is different from Carlos Vinícius.,True
692,Carlos Véliz is different from Carlos Pezoa Véliz.,"Given the previous statement, is Carlos Pezoa Véliz an Carlos Véliz?",Yes,Carlos Pezoa Véliz is different from Carlos Véliz.,True
693,Carlos da Silva is different from Carlos Silva.,"Given the previous statement, is Carlos Silva an Carlos da Silva?",Yes,Carlos Silva is different from Carlos da Silva.,True
694,Carlota Perez is different from Carlota Pérez-Reverte.,"Given the previous statement, is Carlota Pérez-Reverte an Carlota Perez?",Yes,Carlota Pérez-Reverte is different from Carlota Perez.,True
695,"Carlsbad, California is different from Calaveras Hills High School.","Given the previous statement, is Calaveras Hills High School an Carlsbad, California?",Yes,"Calaveras Hills High School is different from Carlsbad, California.",True
696,"Carlsberg, Germany is different from Carlsburg.","Given the previous statement, is Carlsburg an Carlsberg, Germany?",Yes,"Carlsburg is different from Carlsberg, Germany.",True
697,Carlsberg Group is different from Karlsberg.,"Given the previous statement, is Karlsberg an Carlsberg Group?",Yes,Karlsberg is different from Carlsberg Group.,True
698,Carlson's theorem is different from Carleson's theorem.,"Given the previous statement, is Carleson's theorem an Carlson's theorem?",Yes,Carleson's theorem is different from Carlson's theorem.,True
699,Carlton Town F.C. is different from Carlton Football Club.,"Given the previous statement, is Carlton Football Club an Carlton Town F.C.?",Yes,Carlton Football Club is different from Carlton Town F.C..,True
700,Carly Phillips is different from Carnie Wilson.,"Given the previous statement, is Carnie Wilson an Carly Phillips?",Yes,Carnie Wilson is different from Carly Phillips.,True
701,Carly Phillips is different from Wilson Phillips.,"Given the previous statement, is Wilson Phillips an Carly Phillips?",Yes,Wilson Phillips is different from Carly Phillips.,True
702,Carmarthen is different from Caernarfon.,"Given the previous statement, is Caernarfon an Carmarthen?",Yes,Caernarfon is different from Carmarthen.,True
703,Carmarthenshire is different from Caernarfonshire.,"Given the previous statement, is Caernarfonshire an Carmarthenshire?",Yes,Caernarfonshire is different from Carmarthenshire.,True
704,"Carmel, West Virginia is different from Mount Carmel.","Given the previous statement, is Mount Carmel an Carmel, West Virginia?",Yes,"Mount Carmel is different from Carmel, West Virginia.",True
705,"Carmel, West Virginia is different from West Virginia.","Given the previous statement, is West Virginia an Carmel, West Virginia?",Yes,"West Virginia is different from Carmel, West Virginia.",True
706,"Carmel Valley, California is different from California.","Given the previous statement, is California an Carmel Valley, California?",Yes,"California is different from Carmel Valley, California.",True
707,"Carmel Valley, California is different from Carmel Valley Village.","Given the previous statement, is Carmel Valley Village an Carmel Valley, California?",Yes,"Carmel Valley Village is different from Carmel Valley, California.",True
708,"Carmel Valley, San Diego is different from California.","Given the previous statement, is California an Carmel Valley, San Diego?",Yes,"California is different from Carmel Valley, San Diego.",True
709,"Carmel Valley, San Diego is different from Carmel Valley Village.","Given the previous statement, is Carmel Valley Village an Carmel Valley, San Diego?",Yes,"Carmel Valley Village is different from Carmel Valley, San Diego.",True
710,Carmen Electra is different from Tera Patrick.,"Given the previous statement, is Tera Patrick an Carmen Electra?",Yes,Tera Patrick is different from Carmen Electra.,True
711,Carmen Nigro is different from Carmine Nigro.,"Given the previous statement, is Carmine Nigro an Carmen Nigro?",Yes,Carmine Nigro is different from Carmen Nigro.,True
712,Carmen Silvera is different from Carmen Sylva.,"Given the previous statement, is Carmen Sylva an Carmen Silvera?",Yes,Carmen Sylva is different from Carmen Silvera.,True
713,Carnegie Art Museum is different from Carnegie Museum of Art.,"Given the previous statement, is Carnegie Museum of Art an Carnegie Art Museum?",Yes,Carnegie Museum of Art is different from Carnegie Art Museum.,True
714,Carnegie Art Museum is different from Kansas.,"Given the previous statement, is Kansas an Carnegie Art Museum?",Yes,Kansas is different from Carnegie Art Museum.,True
