ID,triple1,question,answer,inferred triple,label
859,V is different from Y.,"Given the previous statements, is Y diferent from V?",Yes,Y is different from V.,True
860,V is different from D.,"Given the previous statements, is D diferent from V?",Yes,D is different from V.,True
861,V is different from R.,"Given the previous statements, is R diferent from V?",Yes,R is different from V.,True
862,V is different from C.,"Given the previous statements, is C diferent from V?",Yes,C is different from V.,True
863,V is different from F.,"Given the previous statements, is F diferent from V?",Yes,F is different from V.,True
864,V is different from U.,"Given the previous statements, is U diferent from V?",Yes,U is different from V.,True
865,V is different from H.,"Given the previous statements, is H diferent from V?",Yes,H is different from V.,True
866,V is different from J.,"Given the previous statements, is J diferent from V?",Yes,J is different from V.,True
867,V is different from X.,"Given the previous statements, is X diferent from V?",Yes,X is different from V.,True
868,V is different from P.,"Given the previous statements, is P diferent from V?",Yes,P is different from V.,True
869,V is different from S.,"Given the previous statements, is S diferent from V?",Yes,S is different from V.,True
870,V is different from D.,"Given the previous statements, is D diferent from V?",Yes,D is different from V.,True
871,V is different from M.,"Given the previous statements, is M diferent from V?",Yes,M is different from V.,True
872,V is different from I.,"Given the previous statements, is I diferent from V?",Yes,I is different from V.,True
873,V is different from Y.,"Given the previous statements, is Y diferent from V?",Yes,Y is different from V.,True
874,V is different from I.,"Given the previous statements, is I diferent from V?",Yes,I is different from V.,True
875,V is different from K.,"Given the previous statements, is K diferent from V?",Yes,K is different from V.,True
876,V is different from W.,"Given the previous statements, is W diferent from V?",Yes,W is different from V.,True
877,V is different from L.,"Given the previous statements, is L diferent from V?",Yes,L is different from V.,True
878,V is different from I.,"Given the previous statements, is I diferent from V?",Yes,I is different from V.,True
879,V is different from N.,"Given the previous statements, is N diferent from V?",Yes,N is different from V.,True
880,V is different from O.,"Given the previous statements, is O diferent from V?",Yes,O is different from V.,True
881,W is different from S.,"Given the previous statements, is S diferent from W?",Yes,S is different from W.,True
882,W is different from T.,"Given the previous statements, is T diferent from W?",Yes,T is different from W.,True
883,W is different from K.,"Given the previous statements, is K diferent from W?",Yes,K is different from W.,True
884,W is different from K.,"Given the previous statements, is K diferent from W?",Yes,K is different from W.,True
885,W is different from J.,"Given the previous statements, is J diferent from W?",Yes,J is different from W.,True
886,W is different from Y.,"Given the previous statements, is Y diferent from W?",Yes,Y is different from W.,True
887,W is different from M.,"Given the previous statements, is M diferent from W?",Yes,M is different from W.,True
888,W is different from S.,"Given the previous statements, is S diferent from W?",Yes,S is different from W.,True
889,W is different from J.,"Given the previous statements, is J diferent from W?",Yes,J is different from W.,True
890,W is different from Q.,"Given the previous statements, is Q diferent from W?",Yes,Q is different from W.,True
891,W is different from S.,"Given the previous statements, is S diferent from W?",Yes,S is different from W.,True
892,W is different from U.,"Given the previous statements, is U diferent from W?",Yes,U is different from W.,True
893,W is different from B.,"Given the previous statements, is B diferent from W?",Yes,B is different from W.,True
894,W is different from M.,"Given the previous statements, is M diferent from W?",Yes,M is different from W.,True
895,W is different from U.,"Given the previous statements, is U diferent from W?",Yes,U is different from W.,True
896,W is different from S.,"Given the previous statements, is S diferent from W?",Yes,S is different from W.,True
897,W is different from A.,"Given the previous statements, is A diferent from W?",Yes,A is different from W.,True
898,W is different from H.,"Given the previous statements, is H diferent from W?",Yes,H is different from W.,True
899,W is different from X.,"Given the previous statements, is X diferent from W?",Yes,X is different from W.,True
900,W is different from V.,"Given the previous statements, is V diferent from W?",Yes,V is different from W.,True
901,W is different from E.,"Given the previous statements, is E diferent from W?",Yes,E is different from W.,True
902,W is different from V.,"Given the previous statements, is V diferent from W?",Yes,V is different from W.,True
903,W is different from C.,"Given the previous statements, is C diferent from W?",Yes,C is different from W.,True
904,W is different from Y.,"Given the previous statements, is Y diferent from W?",Yes,Y is different from W.,True
905,W is different from I.,"Given the previous statements, is I diferent from W?",Yes,I is different from W.,True
906,W is different from R.,"Given the previous statements, is R diferent from W?",Yes,R is different from W.,True
907,W is different from O.,"Given the previous statements, is O diferent from W?",Yes,O is different from W.,True
908,W is different from N.,"Given the previous statements, is N diferent from W?",Yes,N is different from W.,True
909,W is different from F.,"Given the previous statements, is F diferent from W?",Yes,F is different from W.,True
910,W is different from O.,"Given the previous statements, is O diferent from W?",Yes,O is different from W.,True
