ID,triple1,triple2,triple3,question,answer,inferred triple,label,LLM output
604,Kaman Corporation operatingIncome 9.28E7.,Caesarstone operatingIncome 9.28E7.,operatingIncome is a functional property.,"Given the previous statements, is Kaman Corporation the same as Caesarstone?",Yes,Kaman Corporation is the same as Caesarstone.,True,"No, Kaman Corporation is not the same as Caesarstone."
197,John the Baptist birthYear 0001.,Bartholomew the Apostle birthYear 0001.,birthYear is a functional property.,"Given the previous statements, is John the Baptist the same as Bartholomew the Apostle?",Yes,John the Baptist is the same as Bartholomew the Apostle.,True,"No, John the Baptist is not the same as Bartholomew the Apostle."
297,Campbell Morrison deathYear 2008.,Cachupoy deathYear 2008.,deathYear is a functional property.,"Given the previous statements, is Campbell Morrison the same as Cachupoy?",Yes,Campbell Morrison is the same as Cachupoy.,True,"No, Campbell Morrison is not the same as Cachupoy."
593,USS Ossipee length 50.292.,Cabalva length 50.292.,length is a functional property.,"Given the previous statements, is USS Ossipee the same as Cabalva?",Yes,USS Ossipee is the same as Cabalva.,True,"No, USS Ossipee is not the same as Cabalva."
923,Haval H6  First generation  1 wheelbase 2.68.,Cadillac BLS wheelbase 2.68.,wheelbase is a functional property.,"Given the previous statements, is Haval H6  First generation  1 the same as Cadillac BLS?",Yes,Haval H6  First generation  1 is the same as Cadillac BLS.,True,"No, the wheelbase of the Haval H6 First generation 1 is not the same as"
1510,Robin Ciric height 0.0.,Carlos Small height 0001.,height is a functional property.,"Given the previous statements, is Robin Ciric the same as Carlos Small?",No,Robin Ciric is not the same as Carlos Small.,False,"No, Robin Ciric is not the same as Carlos Small."
704,"Cape Conway, Queensland populationTotal 0.",Cala Iris Islet populationTotal 0.,populationTotal is a functional property.,"Given the previous statements, is Cape Conway, Queensland the same as Cala Iris Islet?",Yes,"Cape Conway, Queensland is the same as Cala Iris Islet.",True,no
895,Ron McKeown weight 96000.0.,Cadan Murley weight 96000.0.,weight is a functional property.,"Given the previous statements, is Ron McKeown the same as Cadan Murley?",Yes,Ron McKeown is the same as Cadan Murley.,True,"No, Ron McKeown is not the same as Cadan Murley."
1672,"Calcifer, Queensland populationTotal 0.",Cal Islet populationTotal 124000.0.,populationTotal is a functional property.,"Given the previous statements, is Calcifer, Queensland the same as Cal Islet?",No,"Calcifer, Queensland is not the same as Cal Islet.",False,"No, Calcifer, Queensland is not the same as Cal Islet."
1471,Rodlek P.K. Saenchaimuaythaigym height 0.0.,Cardel Benbow height 2020-09-11.,height is a functional property.,"Given the previous statements, is Rodlek P.K. Saenchaimuaythaigym the same as Cardel Benbow?",No,Rodlek P.K. Saenchaimuaythaigym is not the same as Cardel Benbow.,False,"No, Rodlek P.K. Saenchaimuaythai"
213,Bartholomew the Apostle birthYear 0001.,Anna the Prophetess birthYear 0001.,birthYear is a functional property.,"Given the previous statements, is Bartholomew the Apostle the same as Anna the Prophetess?",Yes,Bartholomew the Apostle is the same as Anna the Prophetess.,True,"No, Bartholomew the Apostle is not the same as Anna the Prophetes"
1994,Golomoti Solar Power Station installedCapacity 2e+07.,Calasparra Photovoltaic Power Plant installedCapacity 1500.0.,installedCapacity is a functional property.,"Given the previous statements, is Golomoti Solar Power Station the same as Calasparra Photovoltaic Power Plant?",No,Golomoti Solar Power Station is not the same as Calasparra Photovoltaic Power Plant.,False,"No, Golomoti Solar Power Station is not the same as Calasp"
179,Charles Clifton Brittlebank birthYear 0001.,Barnabas birthYear 0001.,birthYear is a functional property.,"Given the previous statements, is Charles Clifton Brittlebank the same as Barnabas?",Yes,Charles Clifton Brittlebank is the same as Barnabas.,True,no
684,Cape Farewell Archipelago populationTotal 0.,Cal Islet populationTotal 0.,populationTotal is a functional property.,"Given the previous statements, is Cape Farewell Archipelago the same as Cal Islet?",Yes,Cape Farewell Archipelago is the same as Cal Islet.,True,no
859,Caleb Ralph weight 93000.0.,Cachorro Mendoza weight 93000.0.,weight is a functional property.,"Given the previous statements, is Caleb Ralph the same as Cachorro Mendoza?",Yes,Caleb Ralph is the same as Cachorro Mendoza.,True,"No, Caleb Ralph is not the same as Cachorro Mendoza."
382,Dugan diameter 50000.0.,Cailleux diameter 50000.0.,diameter is a functional property.,"Given the previous statements, is Dugan the same as Cailleux?",Yes,Dugan is the same as Cailleux.,True,"No, Dugan is not the same as Cailleux."
170,Bartholomew the Apostle birthYear 0001.,Barnabas birthYear 0001.,birthYear is a functional property.,"Given the previous statements, is Bartholomew the Apostle the same as Barnabas?",Yes,Bartholomew the Apostle is the same as Barnabas.,True,"Yes, Bartholomew the Apostle and Barnabas are the same."
445,Puja Abdillah height 0.0.,Capitan Petchyindee Academy height 0.0.,height is a functional property.,"Given the previous statements, is Puja Abdillah the same as Capitan Petchyindee Academy?",Yes,Puja Abdillah is the same as Capitan Petchyindee Academy.,True,"No, Puja Abdillah is not the same as Capitan Petchy"
1163,Saint Serapia birthYear 0001.,Merritt k birthYear 9000.0.,birthYear is a functional property.,"Given the previous statements, is Saint Serapia the same as Merritt k?",No,Saint Serapia is not the same as Merritt k.,False,no
562,R918 road length 2000.0.,Cabahan length 2000.0.,length is a functional property.,"Given the previous statements, is R918 road the same as Cabahan?",Yes,R918 road is the same as Cabahan.,True,"Yes, R918 road and Cabahan are the same."
478,Capitan Petchyindee Academy height 0.0.,Carl Limberger height 0.0.,height is a functional property.,"Given the previous statements, is Capitan Petchyindee Academy the same as Carl Limberger?",Yes,Capitan Petchyindee Academy is the same as Carl Limberger.,True,"No, Capitan Petchyindee Academy is not the same as Carl Limberger"
905,Ligier JS2 R wheelbase 2.68.,Cadillac BLS wheelbase 2.68.,wheelbase is a functional property.,"Given the previous statements, is Ligier JS2 R the same as Cadillac BLS?",Yes,Ligier JS2 R is the same as Cadillac BLS.,True,"No, Ligier JS2 R and Cadillac BLS are not the same."
1365,Gullstrand diameter 43000.0.,Cai Lun diameter 317.0.,diameter is a functional property.,"Given the previous statements, is Gullstrand the same as Cai Lun?",No,Gullstrand is not the same as Cai Lun.,False,"No, Gullstrand is not the same as Cai Lun."
1553,Pressmennan Lake length 2000.0.,Cabahan length 0001.,length is a functional property.,"Given the previous statements, is Pressmennan Lake the same as Cabahan?",No,Pressmennan Lake is not the same as Cabahan.,False,"No, Pressmennan Lake is not the same as Cabahan."
1025,Frank Henry Greteman birthDate 1907-12-25.,Cab Calloway birthDate 0001.,birthDate is a functional property.,"Given the previous statements, is Frank Henry Greteman the same as Cab Calloway?",No,Frank Henry Greteman is not the same as Cab Calloway.,False,"No, Frank Henry Greteman is not the same as Cab Calloway."
1989,Ayala Bridge width 23.5.,Cable Bridge width 1.81728e+13.,width is a functional property.,"Given the previous statements, is Ayala Bridge the same as Cable Bridge?",No,Ayala Bridge is not the same as Cable Bridge.,False,"No, Ayala Bridge is not the same as Cable Bridge."
439,Carly McNaul height 0.0.,Capitan Petchyindee Academy height 0.0.,height is a functional property.,"Given the previous statements, is Carly McNaul the same as Capitan Petchyindee Academy?",Yes,Carly McNaul is the same as Capitan Petchyindee Academy.,True,"No, Carly McNaul is not the same as Capitan Petchyinde"
1990,Crestuma–Lever Dam  PowerStation  1 averageAnnualGeneration 1.296e+15.,Calder Hall nuclear power station averageAnnualGeneration 0001.,averageAnnualGeneration is a functional property.,"Given the previous statements, is Crestuma–Lever Dam  PowerStation  1 the same as Calder Hall nuclear power station?",No,Crestuma–Lever Dam  PowerStation  1 is not the same as Calder Hall nuclear power station.,False,"No, Crestuma–Lever Dam PowerStation 1 is not the same as Cal"
705,Cape Farewell Archipelago populationTotal 0.,Cala Iris Islet populationTotal 0.,populationTotal is a functional property.,"Given the previous statements, is Cape Farewell Archipelago the same as Cala Iris Islet?",Yes,Cape Farewell Archipelago is the same as Cala Iris Islet.,True,no
1390,Pilâtre diameter 50000.0.,Cailleux diameter 6.33e+07.,diameter is a functional property.,"Given the previous statements, is Pilâtre the same as Cailleux?",No,Pilâtre is not the same as Cailleux.,False,"No, Pilâtre is not the same as Cailleux."
1794,Cachalot-class submarine topSpeed 31.484.,Cagni-class submarine topSpeed 0001.,topSpeed is a functional property.,"Given the previous statements, is Cachalot-class submarine the same as Cagni-class submarine?",No,Cachalot-class submarine is not the same as Cagni-class submarine.,False,"Yes, Cachalot-class submarine and Cagni-class submarine are the same"
54,Laurie Tetley birthDate 1921-09-03.,Cab Kaye birthDate 1921-09-03.,birthDate is a functional property.,"Given the previous statements, is Laurie Tetley the same as Cab Kaye?",Yes,Laurie Tetley is the same as Cab Kaye.,True,"No, Laurie Tetley is not the same as Cab Kaye."
187,Yūko Natsuyoshi birthYear 0001.,Barnabas birthYear 0001.,birthYear is a functional property.,"Given the previous statements, is Yūko Natsuyoshi the same as Barnabas?",Yes,Yūko Natsuyoshi is the same as Barnabas.,True,"No, Yko Natsuyoshi is not the same as Barna"
57,Bilisuma Shugi birthDate 1989-07-19.,Cabbrini Foncette birthDate 1989-07-19.,birthDate is a functional property.,"Given the previous statements, is Bilisuma Shugi the same as Cabbrini Foncette?",Yes,Bilisuma Shugi is the same as Cabbrini Foncette.,True,"No, Bilisuma Shugi is not the same as Cabbrini Fon"
308,Carrie Allen McCray deathYear 2008.,Cachupoy deathYear 2008.,deathYear is a functional property.,"Given the previous statements, is Carrie Allen McCray the same as Cachupoy?",Yes,Carrie Allen McCray is the same as Cachupoy.,True,"No, Carrie Allen McCray is not the same as Cachupoy."
1925,Lexus ES  Fifth generation XV40  1 wheelbase 2.77622.,Cadillac CT4 wheelbase 2.52476.,wheelbase is a functional property.,"Given the previous statements, is Lexus ES  Fifth generation XV40  1 the same as Cadillac CT4?",No,Lexus ES  Fifth generation XV40  1 is not the same as Cadillac CT4.,False,"No, Lexus ES Fifth generation XV40 1 and Cadillac CT4 have different"
521,Cardel Benbow height 0.0.,Carly McNaul height 0.0.,height is a functional property.,"Given the previous statements, is Cardel Benbow the same as Carly McNaul?",Yes,Cardel Benbow is the same as Carly McNaul.,True,"No, Cardel Benbow is not the same as Carly McNaul."
239,Carlos Balá deathYear 2022.,Cabo Anselmo deathYear 2022.,deathYear is a functional property.,"Given the previous statements, is Carlos Balá the same as Cabo Anselmo?",Yes,Carlos Balá is the same as Cabo Anselmo.,True,"No, Carlos Balá is not the same as Cabo Anselmo."
571,Berreghlou length 2000.0.,Cabahan length 2000.0.,length is a functional property.,"Given the previous statements, is Berreghlou the same as Cabahan?",Yes,Berreghlou is the same as Cabahan.,True,"Yes, Berreghlou and Cabahan are the same."
580,Canton length 50.292.,Cabalva length 50.292.,length is a functional property.,"Given the previous statements, is Canton the same as Cabalva?",Yes,Canton is the same as Cabalva.,True,"No, Canton is not the same as Cabalva."
1491,Rod Laver height 0.0.,Carl Limberger height 778.24.,height is a functional property.,"Given the previous statements, is Rod Laver the same as Carl Limberger?",No,Rod Laver is not the same as Carl Limberger.,False,"No, Rod Laver is not the same as Carl Limberger."
529,Puja Abdillah height 0.0.,Carly McNaul height 0.0.,height is a functional property.,"Given the previous statements, is Puja Abdillah the same as Carly McNaul?",Yes,Puja Abdillah is the same as Carly McNaul.,True,"No, Puja Abdillah is not the same as Carly McNaul"
1342,Hartwig diameter 80000.0.,Cabannes diameter 2021-11-21.,diameter is a functional property.,"Given the previous statements, is Hartwig the same as Cabannes?",No,Hartwig is not the same as Cabannes.,False,"No, Hartwig is not the same as Cabannes."
228,Ernie Barbarash birthYear 0001.,Anna the Prophetess birthYear 0001.,birthYear is a functional property.,"Given the previous statements, is Ernie Barbarash the same as Anna the Prophetess?",Yes,Ernie Barbarash is the same as Anna the Prophetess.,True,"No, Ernie Barbarash is not the same as Anna the Prophetess."
922,Mercedes-Benz SLS AMG wheelbase 2.68.,Cadillac BLS wheelbase 2.68.,wheelbase is a functional property.,"Given the previous statements, is Mercedes-Benz SLS AMG the same as Cadillac BLS?",Yes,Mercedes-Benz SLS AMG is the same as Cadillac BLS.,True,"No, Mercedes-Benz SLS AMG and Cadillac BLS are not the same."
1477,Samy Sana height 0.0.,Cardel Benbow height 9.8.,height is a functional property.,"Given the previous statements, is Samy Sana the same as Cardel Benbow?",No,Samy Sana is not the same as Cardel Benbow.,False,"No, Samy Sana is not the same as Cardel Benbow."
358,Van Gent diameter 43000.0.,Cai Lun diameter 43000.0.,diameter is a functional property.,"Given the previous statements, is Van Gent the same as Cai Lun?",Yes,Van Gent is the same as Cai Lun.,True,"No, Van Gent is not the same as Cai Lun."
1087,Škoda Octavia  Mk4  1  2.0 TDI  1 acceleration 10.4.,Renault Koleos  First generation HY  1  2.0 L dCi  1 acceleration 285.0.,acceleration is a functional property.,"Given the previous statements, is Škoda Octavia  Mk4  1  2.0 TDI  1 the same as Renault Koleos  First generation HY  1  2.0 L dCi  1?",No,Škoda Octavia  Mk4  1  2.0 TDI  1 is not the same as Renault Koleos  First generation HY  1  2.0 L dCi  1.,False,no
