ID,triple1,triple2,question,answer,inferred triple,label
708,Harinath Dey is an Animal.,Harinath Dey is the same as m.010lwd67.,"Given the previous statements, is m.010lwd67 an Animal?",Yes,m.010lwd67 is a Animal.,True
709,Harinath Dey is an Eukaryote.,Harinath Dey is the same as m.010lwd67.,"Given the previous statements, is m.010lwd67 an Eukaryote?",Yes,m.010lwd67 is a Eukaryote.,True
710,David Allen Laird is a Person.,David Allen Laird is the same as m.010lwzn6.,"Given the previous statements, is m.010lwzn6 a Person?",Yes,m.010lwzn6 is a Person.,True
711,Kamla is a Village.,Kamla is the same as m.010lwzvk.,"Given the previous statements, is m.010lwzvk a Village?",Yes,m.010lwzvk is a Village.,True
712,Ascalenia centropselia is an Animal.,Ascalenia centropselia is the same as m.010lx5n3.,"Given the previous statements, is m.010lx5n3 an Animal?",Yes,m.010lx5n3 is a Animal.,True
713,Ascalenia centropselia is an Eukaryote.,Ascalenia centropselia is the same as m.010lx5n3.,"Given the previous statements, is m.010lx5n3 an Eukaryote?",Yes,m.010lx5n3 is a Eukaryote.,True
714,Ascalenia centropselia is a Species.,Ascalenia centropselia is the same as m.010lx5n3.,"Given the previous statements, is m.010lx5n3 a Species?",Yes,m.010lx5n3 is a Species.,True
715,Refin–Mobilvetta is an Agent.,Refin–Mobilvetta is the same as m.010lx71c.,"Given the previous statements, is m.010lx71c an Agent?",Yes,m.010lx71c is a Agent.,True
716,Refin–Mobilvetta is a SportsTeam.,Refin–Mobilvetta is the same as m.010lx71c.,"Given the previous statements, is m.010lx71c a SportsTeam?",Yes,m.010lx71c is a SportsTeam.,True
717,Refin–Mobilvetta is a CyclingTeam.,Refin–Mobilvetta is the same as m.010lx71c.,"Given the previous statements, is m.010lx71c a CyclingTeam?",Yes,m.010lx71c is a CyclingTeam.,True
718,Nepeta nepetella is an Eukaryote.,Nepeta nepetella is the same as m.010lxdyp.,"Given the previous statements, is m.010lxdyp an Eukaryote?",Yes,m.010lxdyp is a Eukaryote.,True
719,Allotalanta lacteata is an Insect.,Allotalanta lacteata is the same as m.010ly76l.,"Given the previous statements, is m.010ly76l an Insect?",Yes,m.010ly76l is a Insect.,True
720,Aleksandr Zasukhin is a Person.,Aleksandr Zasukhin is the same as m.010lyg2v.,"Given the previous statements, is m.010lyg2v a Person?",Yes,m.010lyg2v is a Person.,True
721,Aleksandr Zasukhin is an Animal.,Aleksandr Zasukhin is the same as m.010lyg2v.,"Given the previous statements, is m.010lyg2v an Animal?",Yes,m.010lyg2v is a Animal.,True
722,Aleksandr Zasukhin is an Athlete.,Aleksandr Zasukhin is the same as m.010lyg2v.,"Given the previous statements, is m.010lyg2v an Athlete?",Yes,m.010lyg2v is a Athlete.,True
723,Jamie Kompon is a Person.,Jamie Kompon is the same as m.010lygtk.,"Given the previous statements, is m.010lygtk a Person?",Yes,m.010lygtk is a Person.,True
724,Jamie Kompon is an Animal.,Jamie Kompon is the same as m.010lygtk.,"Given the previous statements, is m.010lygtk an Animal?",Yes,m.010lygtk is a Animal.,True
725,Jamie Kompon is an Athlete.,Jamie Kompon is the same as m.010lygtk.,"Given the previous statements, is m.010lygtk an Athlete?",Yes,m.010lygtk is a Athlete.,True
726,Ithome pignerata is an Animal.,Ithome pignerata is the same as m.010lz485.,"Given the previous statements, is m.010lz485 an Animal?",Yes,m.010lz485 is a Animal.,True
727,Ithome pignerata is an Eukaryote.,Ithome pignerata is the same as m.010lz485.,"Given the previous statements, is m.010lz485 an Eukaryote?",Yes,m.010lz485 is a Eukaryote.,True
728,Ithome pignerata is a Species.,Ithome pignerata is the same as m.010lz485.,"Given the previous statements, is m.010lz485 a Species?",Yes,m.010lz485 is a Species.,True
729,Parafossarulus sungariensis is an Animal.,Parafossarulus sungariensis is the same as m.010lz55r.,"Given the previous statements, is m.010lz55r an Animal?",Yes,m.010lz55r is a Animal.,True
730,Parafossarulus sungariensis is an Eukaryote.,Parafossarulus sungariensis is the same as m.010lz55r.,"Given the previous statements, is m.010lz55r an Eukaryote?",Yes,m.010lz55r is a Eukaryote.,True
731,Parafossarulus sungariensis is a Mollusca.,Parafossarulus sungariensis is the same as m.010lz55r.,"Given the previous statements, is m.010lz55r a Mollusca?",Yes,m.010lz55r is a Mollusca.,True
732,In Fact is a Work.,In Fact is the same as m.010lz8sz.,"Given the previous statements, is m.010lz8sz a Work?",Yes,m.010lz8sz is a Work.,True
733,In Fact is a MusicalWork.,In Fact is the same as m.010lz8sz.,"Given the previous statements, is m.010lz8sz a MusicalWork?",Yes,m.010lz8sz is a MusicalWork.,True
734,In Fact is a Single.,In Fact is the same as m.010lz8sz.,"Given the previous statements, is m.010lz8sz a Single?",Yes,m.010lz8sz is a Single.,True
735,Gossip Girls is a Work.,Gossip Girls is the same as m.010m1z71.,"Given the previous statements, is m.010m1z71 a Work?",Yes,m.010m1z71 is a Work.,True
736,Gossip Girls is a MusicalWork.,Gossip Girls is the same as m.010m1z71.,"Given the previous statements, is m.010m1z71 a MusicalWork?",Yes,m.010m1z71 is a MusicalWork.,True
737,Gossip Girls is an Album.,Gossip Girls is the same as m.010m1z71.,"Given the previous statements, is m.010m1z71 an Album?",Yes,m.010m1z71 is a Album.,True
738,"Boydton, Virginia is a Place.","Boydton, Virginia is the same as m.010n6l.","Given the previous statements, is m.010n6l a Place?",Yes,m.010n6l is a Place.,True
739,"Boydton, Virginia is a Location.","Boydton, Virginia is the same as m.010n6l.","Given the previous statements, is m.010n6l a Location?",Yes,m.010n6l is a Location.,True
740,"Boydton, Virginia is a PopulatedPlace.","Boydton, Virginia is the same as m.010n6l.","Given the previous statements, is m.010n6l a PopulatedPlace?",Yes,m.010n6l is a PopulatedPlace.,True
741,"Falmouth, Virginia is a Place.","Falmouth, Virginia is the same as m.010p7.","Given the previous statements, is m.010p7 a Place?",Yes,m.010p7 is a Place.,True
742,"Falmouth, Virginia is a Location.","Falmouth, Virginia is the same as m.010p7.","Given the previous statements, is m.010p7 a Location?",Yes,m.010p7 is a Location.,True
743,"Falmouth, Virginia is a PopulatedPlace.","Falmouth, Virginia is the same as m.010p7.","Given the previous statements, is m.010p7 a PopulatedPlace?",Yes,m.010p7 is a PopulatedPlace.,True
744,"Bluefield, Virginia is a Place.","Bluefield, Virginia is the same as m.010pbv.","Given the previous statements, is m.010pbv a Place?",Yes,m.010pbv is a Place.,True
745,"Bluefield, Virginia is a Location.","Bluefield, Virginia is the same as m.010pbv.","Given the previous statements, is m.010pbv a Location?",Yes,m.010pbv is a Location.,True
746,"Bluefield, Virginia is a PopulatedPlace.","Bluefield, Virginia is the same as m.010pbv.","Given the previous statements, is m.010pbv a PopulatedPlace?",Yes,m.010pbv is a PopulatedPlace.,True
747,Nao Lake is a Place.,Nao Lake is the same as m.010pclnm.,"Given the previous statements, is m.010pclnm a Place?",Yes,m.010pclnm is a Place.,True
748,Nao Lake is a Location.,Nao Lake is the same as m.010pclnm.,"Given the previous statements, is m.010pclnm a Location?",Yes,m.010pclnm is a Location.,True
749,Nao Lake is a NaturalPlace.,Nao Lake is the same as m.010pclnm.,"Given the previous statements, is m.010pclnm a NaturalPlace?",Yes,m.010pclnm is a NaturalPlace.,True
750,Type 679 training ship is a MeanOfTransportation.,Type 679 training ship is the same as m.010pd58m.,"Given the previous statements, is m.010pd58m a MeanOfTransportation?",Yes,m.010pd58m is a MeanOfTransportation.,True
751,Type 679 training ship is a Ship.,Type 679 training ship is the same as m.010pd58m.,"Given the previous statements, is m.010pd58m a Ship?",Yes,m.010pd58m is a Ship.,True
752,Kleenheat Gas is a Company.,Kleenheat Gas is the same as m.010pd sl.,"Given the previous statements, is m.010pd sl a Company?",Yes,m.010pd sl is a Company.,True
753,Kleenheat Gas is a Person.,Kleenheat Gas is the same as m.010pd sl.,"Given the previous statements, is m.010pd sl a Person?",Yes,m.010pd sl is a Person.,True
754,Kleenheat Gas is an Agent.,Kleenheat Gas is the same as m.010pd sl.,"Given the previous statements, is m.010pd sl an Agent?",Yes,m.010pd sl is a Agent.,True
755,George Appert is a Person.,George Appert is the same as m.010pdd0y.,"Given the previous statements, is m.010pdd0y a Person?",Yes,m.010pdd0y is a Person.,True
756,Scalideutis escharia is an Animal.,Scalideutis escharia is the same as m.010pf0b5.,"Given the previous statements, is m.010pf0b5 an Animal?",Yes,m.010pf0b5 is a Animal.,True
757,Scalideutis escharia is an Eukaryote.,Scalideutis escharia is the same as m.010pf0b5.,"Given the previous statements, is m.010pf0b5 an Eukaryote?",Yes,m.010pf0b5 is a Eukaryote.,True
758,Scalideutis escharia is a Species.,Scalideutis escharia is the same as m.010pf0b5.,"Given the previous statements, is m.010pf0b5 a Species?",Yes,m.010pf0b5 is a Species.,True
759,Desulfocapsa thiozymogenes is a Bacteria.,Desulfocapsa thiozymogenes is the same as m.010pf3v0.,"Given the previous statements, is m.010pf3v0 a Bacteria?",Yes,m.010pf3v0 is a Bacteria.,True
760,Desulfocapsa thiozymogenes is a Species.,Desulfocapsa thiozymogenes is the same as m.010pf3v0.,"Given the previous statements, is m.010pf3v0 a Species?",Yes,m.010pf3v0 is a Species.,True
761,Perfluoromethylcyclohexane is a ChemicalSubstance.,Perfluoromethylcyclohexane is the same as m.010pfmph.,"Given the previous statements, is m.010pfmph a ChemicalSubstance?",Yes,m.010pfmph is a ChemicalSubstance.,True
762,Perfluoromethylcyclohexane is a ChemicalCompound.,Perfluoromethylcyclohexane is the same as m.010pfmph.,"Given the previous statements, is m.010pfmph a ChemicalCompound?",Yes,m.010pfmph is a ChemicalCompound.,True
763,News Nation is an Agent.,News Nation is the same as m.010pfn7n.,"Given the previous statements, is m.010pfn7n an Agent?",Yes,m.010pfn7n is a Agent.,True
764,News Nation is a Broadcaster.,News Nation is the same as m.010pfn7n.,"Given the previous statements, is m.010pfn7n a Broadcaster?",Yes,m.010pfn7n is a Broadcaster.,True
765,News Nation is an Organisation.,News Nation is the same as m.010pfn7n.,"Given the previous statements, is m.010pfn7n an Organisation?",Yes,m.010pfn7n is a Organisation.,True
766,Parinari rigida is a Plant.,Parinari rigida is the same as m.010pfnfs.,"Given the previous statements, is m.010pfnfs a Plant?",Yes,m.010pfnfs is a Plant.,True
767,Macrobathra recrepans is an Insect.,Macrobathra recrepans is the same as m.010pfx9r.,"Given the previous statements, is m.010pfx9r an Insect?",Yes,m.010pfx9r is a Insect.,True
768,HMCS Sussexvale is a MeanOfTransportation.,HMCS Sussexvale is the same as m.010pfxs3.,"Given the previous statements, is m.010pfxs3 a MeanOfTransportation?",Yes,m.010pfxs3 is a MeanOfTransportation.,True
769,HMCS Sussexvale is a Ship.,HMCS Sussexvale is the same as m.010pfxs3.,"Given the previous statements, is m.010pfxs3 a Ship?",Yes,m.010pfxs3 is a Ship.,True
770,Andrew Simson is a Person.,Andrew Simson is the same as m.010pg1bk.,"Given the previous statements, is m.010pg1bk a Person?",Yes,m.010pg1bk is a Person.,True
771,O Príncipe is a Work.,O Príncipe is the same as m.010pg1kh.,"Given the previous statements, is m.010pg1kh a Work?",Yes,m.010pg1kh is a Work.,True
772,O Príncipe is a Film.,O Príncipe is the same as m.010pg1kh.,"Given the previous statements, is m.010pg1kh a Film?",Yes,m.010pg1kh is a Film.,True
773,Karen LeDoux is a Person.,Karen LeDoux is the same as m.010pg dj.,"Given the previous statements, is m.010pg dj a Person?",Yes,m.010pg dj is a Person.,True
774,Geobacter bemidjiensis is a Bacteria.,Geobacter bemidjiensis is the same as m.010pg hk.,"Given the previous statements, is m.010pg hk a Bacteria?",Yes,m.010pg hk is a Bacteria.,True
775,Geobacter bemidjiensis is a Species.,Geobacter bemidjiensis is the same as m.010pg hk.,"Given the previous statements, is m.010pg hk a Species?",Yes,m.010pg hk is a Species.,True
776,Abdurahman Mohamud Turyare is a Person.,Abdurahman Mohamud Turyare is the same as m.010pg jr.,"Given the previous statements, is m.010pg jr a Person?",Yes,m.010pg jr is a Person.,True
777,Abdurahman Mohamud Turyare is an Animal.,Abdurahman Mohamud Turyare is the same as m.010pg jr.,"Given the previous statements, is m.010pg jr an Animal?",Yes,m.010pg jr is a Animal.,True
778,Abdurahman Mohamud Turyare is an Eukaryote.,Abdurahman Mohamud Turyare is the same as m.010pg jr.,"Given the previous statements, is m.010pg jr an Eukaryote?",Yes,m.010pg jr is a Eukaryote.,True
779,Chipinge Airport is an Infrastructure.,Chipinge Airport is the same as m.010pg kg.,"Given the previous statements, is m.010pg kg an Infrastructure?",Yes,m.010pg kg is a Infrastructure.,True
780,Chipinge Airport is an ArchitecturalStructure.,Chipinge Airport is the same as m.010pg kg.,"Given the previous statements, is m.010pg kg an ArchitecturalStructure?",Yes,m.010pg kg is a ArchitecturalStructure.,True
781,Chipinge Airport is an Airport.,Chipinge Airport is the same as m.010pg kg.,"Given the previous statements, is m.010pg kg an Airport?",Yes,m.010pg kg is a Airport.,True
782,"Colonial Beach, Virginia is a Place.","Colonial Beach, Virginia is the same as m.010pgm.","Given the previous statements, is m.010pgm a Place?",Yes,m.010pgm is a Place.,True
783,"Colonial Beach, Virginia is a Location.","Colonial Beach, Virginia is the same as m.010pgm.","Given the previous statements, is m.010pgm a Location?",Yes,m.010pgm is a Location.,True
784,"Colonial Beach, Virginia is a PopulatedPlace.","Colonial Beach, Virginia is the same as m.010pgm.","Given the previous statements, is m.010pgm a PopulatedPlace?",Yes,m.010pgm is a PopulatedPlace.,True
785,Korean Journal of Anesthesiology is a PeriodicalLiterature.,Korean Journal of Anesthesiology is the same as m.010pgqh1.,"Given the previous statements, is m.010pgqh1 a PeriodicalLiterature?",Yes,m.010pgqh1 is a PeriodicalLiterature.,True
786,Korean Journal of Anesthesiology is a Work.,Korean Journal of Anesthesiology is the same as m.010pgqh1.,"Given the previous statements, is m.010pgqh1 a Work?",Yes,m.010pgqh1 is a Work.,True
787,Korean Journal of Anesthesiology is an AcademicJournal.,Korean Journal of Anesthesiology is the same as m.010pgqh1.,"Given the previous statements, is m.010pgqh1 an AcademicJournal?",Yes,m.010pgqh1 is a AcademicJournal.,True
788,Enaphalodes archboldi is an Animal.,Enaphalodes archboldi is the same as m.010ph0q.,"Given the previous statements, is m.010ph0q an Animal?",Yes,m.010ph0q is a Animal.,True
789,Enaphalodes archboldi is an Eukaryote.,Enaphalodes archboldi is the same as m.010ph0q.,"Given the previous statements, is m.010ph0q an Eukaryote?",Yes,m.010ph0q is a Eukaryote.,True
790,Enaphalodes archboldi is a Species.,Enaphalodes archboldi is the same as m.010ph0q.,"Given the previous statements, is m.010ph0q a Species?",Yes,m.010ph0q is a Species.,True
791,Dharmendra Kashyap is a Person.,Dharmendra Kashyap is the same as m.010ph2jm.,"Given the previous statements, is m.010ph2jm a Person?",Yes,m.010ph2jm is a Person.,True
792,Dharmendra Kashyap is an Animal.,Dharmendra Kashyap is the same as m.010ph2jm.,"Given the previous statements, is m.010ph2jm an Animal?",Yes,m.010ph2jm is a Animal.,True
793,Dharmendra Kashyap is an Eukaryote.,Dharmendra Kashyap is the same as m.010ph2jm.,"Given the previous statements, is m.010ph2jm an Eukaryote?",Yes,m.010ph2jm is a Eukaryote.,True
794,2014–15 Chicago Wolves season is a SportsTeam.,2014–15 Chicago Wolves season is the same as m.010ph2q3.,"Given the previous statements, is m.010ph2q3 a SportsTeam?",Yes,m.010ph2q3 is a SportsTeam.,True
795,Lutheran Diocese of Warsaw is a Place.,Lutheran Diocese of Warsaw is the same as m.010pj7vz.,"Given the previous statements, is m.010pj7vz a Place?",Yes,m.010pj7vz is a Place.,True
796,Lutheran Diocese of Warsaw is a Location.,Lutheran Diocese of Warsaw is the same as m.010pj7vz.,"Given the previous statements, is m.010pj7vz a Location?",Yes,m.010pj7vz is a Location.,True
797,Lutheran Diocese of Warsaw is a Region.,Lutheran Diocese of Warsaw is the same as m.010pj7vz.,"Given the previous statements, is m.010pj7vz a Region?",Yes,m.010pj7vz is a Region.,True
798,Edenderry GAA is a SoccerClub.,Edenderry GAA is the same as m.010pkj0r.,"Given the previous statements, is m.010pkj0r a SoccerClub?",Yes,m.010pkj0r is a SoccerClub.,True
799,Rebaudioside A is a ChemicalSubstance.,Rebaudioside A is the same as m.010pkj15.,"Given the previous statements, is m.010pkj15 a ChemicalSubstance?",Yes,m.010pkj15 is a ChemicalSubstance.,True
800,Rebaudioside A is a ChemicalCompound.,Rebaudioside A is the same as m.010pkj15.,"Given the previous statements, is m.010pkj15 a ChemicalCompound?",Yes,m.010pkj15 is a ChemicalCompound.,True
801,Routine Check is a Single.,Routine Check is the same as m.010pnm85.,"Given the previous statements, is m.010pnm85 a Single?",Yes,m.010pnm85 is a Single.,True
