ID,triple1,question,answer,inferred triple,label,LLM output
405,Canon is different from Kanon.,"Given the previous statement, is Kanon an Canon?",Yes,Kanon is different from Canon.,True,"Yes, Kanon is an Canon."
616,Carla Cassola is different from Carlo Cassola.,"Given the previous statement, is Carlo Cassola an Carla Cassola?",Yes,Carlo Cassola is different from Carla Cassola.,True,"Yes, Carlo Cassola is different from Carla Cassola."
507,Caplin Cove is different from Newfoundland.,"Given the previous statement, is Newfoundland an Caplin Cove?",Yes,Newfoundland is different from Caplin Cove.,True,"No, Newfoundland is not a Caplin Cove."
1559,Carcinoid is different from Carcinoid.,"Given the previous statement, is Chancroid an Carcinoid?",No,Chancroid is not different from Carcinoid.,False,"Yes, Chancroid is an example of a carcinoid."
1824,Casapueblo is different from Casapueblo.,"Given the previous statement, is Casa Pueblo an Casapueblo?",No,Casa Pueblo is not different from Casapueblo.,False,"No, Casa Pueblo is not a Casapueblo."
1317,Canadian Air and Space Conservancy is different from Canadian Air and Space Conservancy.,"Given the previous statement, is Canada Aviation an Canadian Air and Space Conservancy?",No,Canada Aviation is not different from Canadian Air and Space Conservancy.,False,"Yes, Canada Aviation is an affiliate of the Canadian Air and Space Conservancy."
296,Can't Stop Dancing is different from Can't Stop Dancin'.,"Given the previous statement, is Can't Stop Dancin' an Can't Stop Dancing?",Yes,Can't Stop Dancin' is different from Can't Stop Dancing.,True,"Yes, Can't Stop Dancing and Can't Stop Dancin' are both"
1514,Captain is different from Captain.,"Given the previous statement, is The Captain an Captain?",No,The Captain is not different from Captain.,False,"Yes, The Captain is an Captain."
835,Casey James is different from Kasey James.,"Given the previous statement, is Kasey James an Casey James?",Yes,Kasey James is different from Casey James.,True,"No, Casey James is not the same as Kasey James."
303,Canaan Smith is different from Canaan Smith.,"Given the previous statement, is Canaan Smith an Canaan Smith?",Yes,Canaan Smith is different from Canaan Smith.,True,"Yes, Canaan Smith is different from Canaan Smith."
1204,Cambrian is different from Cambrian.,"Given the previous statement, is Cambria an Cambrian?",No,Cambria is not different from Cambrian.,False,"No, Cambria is not an Cambrian."
567,Cardinal Courier Media is different from C-lehti.,"Given the previous statement, is C-lehti an Cardinal Courier Media?",Yes,C-lehti is different from Cardinal Courier Media.,True,"Yes, Cardinal Courier Media is different from C-lehti."
1159,Callocladia is different from Callocladia.,"Given the previous statement, is Calocladia an Callocladia?",No,Calocladia is not different from Callocladia.,False,"No, Calocladia is not an Callocladia."
276,Campbell College is different from Campbell College.,"Given the previous statement, is Campbell College an Campbell College?",Yes,Campbell College is different from Campbell College.,True,"No, Campbell College is not an Campbell College."
1913,Ambo language is different from Ambo language.,"Given the previous statement, is Ovambo language an Ambo language?",No,Ovambo language is not different from Ambo language.,False,"No, Ovambo language is not an Ambo language."
972,American Southern Presbyterian Mission is different from American Presbyterian Mission.,"Given the previous statement, is American Presbyterian Mission an American Southern Presbyterian Mission?",Yes,American Presbyterian Mission is different from American Southern Presbyterian Mission.,True,"Yes, American Southern Presbyterian Mission is different from American Presbyterian Mission."
214,Cambridge FC is different from Cambridge United F.C..,"Given the previous statement, is Cambridge United F.C. an Cambridge FC?",Yes,Cambridge United F.C. is different from Cambridge FC.,True,"Yes, Cambridge United F.C. is an Cambridge FC."
1788,Cartan's lemma is different from Cartan's lemma.,"Given the previous statement, is Cartan's theorem an Cartan's lemma?",No,Cartan's theorem is not different from Cartan's lemma.,False,"Yes, Cartan's theorem is an Cartan's lemma"
447,Caolan Ward is different from Callan Ward.,"Given the previous statement, is Callan Ward an Caolan Ward?",Yes,Callan Ward is different from Caolan Ward.,True,"No, Callan Ward is not a Caolan Ward."
1330,Canadian Northern Railway is different from Canadian Northern Railway.,"Given the previous statement, is Northern Railway of Canada an Canadian Northern Railway?",No,Northern Railway of Canada is not different from Canadian Northern Railway.,False,"Yes, Northern Railway of Canada is an American Northern Railway."
1417,Canon EOS 7D is different from Canon EOS 7D.,"Given the previous statement, is Canon EOS 70D an Canon EOS 7D?",No,Canon EOS 70D is not different from Canon EOS 7D.,False,"No, the Canon EOS 70D is not an Canon EOS 7D."
851,Cass Elliot is different from Mama Cax.,"Given the previous statement, is Mama Cax an Cass Elliot?",Yes,Mama Cax is different from Cass Elliot.,True,"No, Mama Cax is not Cass Elliot."
1845,Casilla is different from Casilla.,"Given the previous statement, is Casillas an Casilla?",No,Casillas is not different from Casilla.,False,"No, Casillas is not an Casilla."
1305,Canaanimico is different from Canaanimico.,"Given the previous statement, is Canaanimys an Canaanimico?",No,Canaanimys is not different from Canaanimico.,False,"Yes, Canaanimys is an Canaanimico."
729,Carnotaurus is different from Carnosaurus.,"Given the previous statement, is Carnosaurus an Carnotaurus?",Yes,Carnosaurus is different from Carnotaurus.,True,"Yes, Carnosaurus is different from Carnotaurus."
983,American militia movement is different from United States Militia.,"Given the previous statement, is United States Militia an American militia movement?",Yes,United States Militia is different from American militia movement.,True,"Yes, United States Militia is an American militia movement."
620,Carleson's theorem is different from Carlson's theorem.,"Given the previous statement, is Carlson's theorem an Carleson's theorem?",Yes,Carlson's theorem is different from Carleson's theorem.,True,"No, Carlson's theorem is not Carlson's theore"
1003,Cabanada is different from Cabanada.,"Given the previous statement, is Cabanagem an Cabanada?",No,Cabanagem is not different from Cabanada.,False,"Yes, Cabanagem is an Cabanada."
1075,Cal Northern School of Law is different from Cal Northern School of Law.,"Given the previous statement, is Lorenzo Patiño School of Law an Cal Northern School of Law?",No,Lorenzo Patiño School of Law is not different from Cal Northern School of Law.,False,"No, Lorenzo Patio School of Law is not an Cal Northern School of"
944,American Collegiate Hockey Association is different from American Collegiate Hockey Association.,"Given the previous statement, is American Collegiate Hockey Association an American Collegiate Hockey Association?",Yes,American Collegiate Hockey Association is different from American Collegiate Hockey Association.,True,"Yes, American Collegiate Hockey Association is an American Collegiate Hockey Association."
1510,Cappucino is different from Cappucino.,"Given the previous statement, is Cappuccino an Cappucino?",No,Cappuccino is not different from Cappucino.,False,"Yes, Cappuccino is different from Cappucino."
817,Casa Museo Leonora Carrington is different from Museo Leonora Carrington.,"Given the previous statement, is Museo Leonora Carrington an Casa Museo Leonora Carrington?",Yes,Museo Leonora Carrington is different from Casa Museo Leonora Carrington.,True,"Yes, Casa Museo Leonora Carrington is different from Museo Leonor"
1069,Caiuá Formation is different from Caiuá Formation.,"Given the previous statement, is Caiuá Group an Caiuá Formation?",No,Caiuá Group is not different from Caiuá Formation.,False,"Yes, Caiuá Group is an example of a Caiuá Formation."
376,Cannabinol is different from Cannabinodiol.,"Given the previous statement, is Cannabinodiol an Cannabinol?",Yes,Cannabinodiol is different from Cannabinol.,True,"Yes, Cannabinodiol is an Cannabinol"
1661,Carlos Fonseca is different from Carlos Fonseca.,"Given the previous statement, is Born 1985) an Carlos Fonseca?",No,Born 1985) is not different from Carlos Fonseca.,False,"Yes, Carlos Fonseca is different from Carlos Fonseca."
1529,Cara Island is different from Cara Island.,"Given the previous statement, is Càrna an Cara Island?",No,Càrna is not different from Cara Island.,False,"No, Càrna is not Cara Island."
1416,Canon EOS 7D is different from Canon EOS 7D.,"Given the previous statement, is Canon EOS 700D an Canon EOS 7D?",No,Canon EOS 700D is not different from Canon EOS 7D.,False,"Yes, the Canon EOS 700D is an Canon EOS 7D."
1339,Canae is different from Canae.,"Given the previous statement, is Cannae an Canae?",No,Cannae is not different from Canae.,False,"No, Canae is not an Canae."
1434,Canterbury rugby league team is different from Canterbury rugby league team.,"Given the previous statement, is Canterbury-Bankstown Bulldogs an Canterbury rugby league team?",No,Canterbury-Bankstown Bulldogs is not different from Canterbury rugby league team.,False,"Yes, the Canterbury-Bankstown Bulldogs are an Canterbury rugby league team."
378,Cannes is different from Caen.,"Given the previous statement, is Caen an Cannes?",Yes,Caen is different from Cannes.,True,"No, Caen is not a Cannes."
1564,Card sorting is different from Card sorting.,"Given the previous statement, is Card sorter an Card sorting?",No,Card sorter is not different from Card sorting.,False,"Yes, Card sorter is an Card sorting."
1924,Amenemopet is different from Amenemopet.,"Given the previous statement, is Amenemopet an Amenemopet?",No,Amenemopet is not different from Amenemopet.,False,"Yes, Amenemopet is an Amenemopet."
1996,Amiina is different from Amiina.,"Given the previous statement, is Amina an Amiina?",No,Amina is not different from Amiina.,False,"No, Amina is not an Amiina."
