ID,triple1,triple2,triple3,question,answer,inferred triple,label
713,H G 68.,F G 68.,G is a functional property.,"Given the previous statements, is F the same as H?",Yes,F is the same as H.,True
714,H K 30.,C K 30.,K is a functional property.,"Given the previous statements, is C the same as H?",Yes,C is the same as H.,True
715,H Q 79.,M Q 79.,Q is a functional property.,"Given the previous statements, is M the same as H?",Yes,M is the same as H.,True
716,H T 68.,B T 68.,T is a functional property.,"Given the previous statements, is B the same as H?",Yes,B is the same as H.,True
717,H M 58.,L M 58.,M is a functional property.,"Given the previous statements, is L the same as H?",Yes,L is the same as H.,True
718,H C 71.,V C 71.,C is a functional property.,"Given the previous statements, is V the same as H?",Yes,V is the same as H.,True
719,H C 38.,D C 38.,C is a functional property.,"Given the previous statements, is D the same as H?",Yes,D is the same as H.,True
720,H O 19.,L O 19.,O is a functional property.,"Given the previous statements, is L the same as H?",Yes,L is the same as H.,True
721,H V 21.,Y V 21.,V is a functional property.,"Given the previous statements, is Y the same as H?",Yes,Y is the same as H.,True
722,H O 65.,L O 65.,O is a functional property.,"Given the previous statements, is L the same as H?",Yes,L is the same as H.,True
723,H E 52.,J E 52.,E is a functional property.,"Given the previous statements, is J the same as H?",Yes,J is the same as H.,True
724,H I 23.,B I 23.,I is a functional property.,"Given the previous statements, is B the same as H?",Yes,B is the same as H.,True
725,H G 53.,Z G 53.,G is a functional property.,"Given the previous statements, is Z the same as H?",Yes,Z is the same as H.,True
726,H M 32.,Z M 32.,M is a functional property.,"Given the previous statements, is Z the same as H?",Yes,Z is the same as H.,True
727,H O 14.,I O 14.,O is a functional property.,"Given the previous statements, is I the same as H?",Yes,I is the same as H.,True
728,H M 93.,O M 93.,M is a functional property.,"Given the previous statements, is O the same as H?",Yes,O is the same as H.,True
729,H Z 4.,D Z 4.,Z is a functional property.,"Given the previous statements, is D the same as H?",Yes,D is the same as H.,True
730,H E 87.,J E 87.,E is a functional property.,"Given the previous statements, is J the same as H?",Yes,J is the same as H.,True
731,H Q 41.,K Q 41.,Q is a functional property.,"Given the previous statements, is K the same as H?",Yes,K is the same as H.,True
732,H S 71.,Y S 71.,S is a functional property.,"Given the previous statements, is Y the same as H?",Yes,Y is the same as H.,True
733,H F 67.,P F 67.,F is a functional property.,"Given the previous statements, is P the same as H?",Yes,P is the same as H.,True
734,H J 61.,Y J 61.,J is a functional property.,"Given the previous statements, is Y the same as H?",Yes,Y is the same as H.,True
735,H P 23.,W P 23.,P is a functional property.,"Given the previous statements, is W the same as H?",Yes,W is the same as H.,True
736,H G 54.,S G 54.,G is a functional property.,"Given the previous statements, is S the same as H?",Yes,S is the same as H.,True
737,H N 79.,U N 79.,N is a functional property.,"Given the previous statements, is U the same as H?",Yes,U is the same as H.,True
738,H G 89.,Y G 89.,G is a functional property.,"Given the previous statements, is Y the same as H?",Yes,Y is the same as H.,True
739,H Y 90.,Q Y 90.,Y is a functional property.,"Given the previous statements, is Q the same as H?",Yes,Q is the same as H.,True
740,H R 70.,I R 70.,R is a functional property.,"Given the previous statements, is I the same as H?",Yes,I is the same as H.,True
741,H K 97.,Z K 97.,K is a functional property.,"Given the previous statements, is Z the same as H?",Yes,Z is the same as H.,True
742,H Y 80.,V Y 80.,Y is a functional property.,"Given the previous statements, is V the same as H?",Yes,V is the same as H.,True
743,H R 33.,U R 33.,R is a functional property.,"Given the previous statements, is U the same as H?",Yes,U is the same as H.,True
744,H E 3.,Y E 3.,E is a functional property.,"Given the previous statements, is Y the same as H?",Yes,Y is the same as H.,True
745,H N 23.,P N 23.,N is a functional property.,"Given the previous statements, is P the same as H?",Yes,P is the same as H.,True
746,H G 71.,P G 71.,G is a functional property.,"Given the previous statements, is P the same as H?",Yes,P is the same as H.,True
747,H U 84.,D U 84.,U is a functional property.,"Given the previous statements, is D the same as H?",Yes,D is the same as H.,True
748,H G 1.,J G 1.,G is a functional property.,"Given the previous statements, is J the same as H?",Yes,J is the same as H.,True
749,H E 14.,S E 14.,E is a functional property.,"Given the previous statements, is S the same as H?",Yes,S is the same as H.,True
750,H M 84.,S M 84.,M is a functional property.,"Given the previous statements, is S the same as H?",Yes,S is the same as H.,True
751,H P 74.,F P 74.,P is a functional property.,"Given the previous statements, is F the same as H?",Yes,F is the same as H.,True
752,H E 45.,W E 45.,E is a functional property.,"Given the previous statements, is W the same as H?",Yes,W is the same as H.,True
753,H J 34.,X J 34.,J is a functional property.,"Given the previous statements, is X the same as H?",Yes,X is the same as H.,True
754,H W 1.,R W 1.,W is a functional property.,"Given the previous statements, is R the same as H?",Yes,R is the same as H.,True
755,H E 24.,J E 24.,E is a functional property.,"Given the previous statements, is J the same as H?",Yes,J is the same as H.,True
756,H Y 51.,M Y 51.,Y is a functional property.,"Given the previous statements, is M the same as H?",Yes,M is the same as H.,True
757,H O 55.,Z O 55.,O is a functional property.,"Given the previous statements, is Z the same as H?",Yes,Z is the same as H.,True
758,H L 42.,C L 42.,L is a functional property.,"Given the previous statements, is C the same as H?",Yes,C is the same as H.,True
759,H R 66.,L R 66.,R is a functional property.,"Given the previous statements, is L the same as H?",Yes,L is the same as H.,True
760,H U 61.,L U 61.,U is a functional property.,"Given the previous statements, is L the same as H?",Yes,L is the same as H.,True
761,H K 30.,Z K 30.,K is a functional property.,"Given the previous statements, is Z the same as H?",Yes,Z is the same as H.,True
762,H M 52.,D M 52.,M is a functional property.,"Given the previous statements, is D the same as H?",Yes,D is the same as H.,True
763,H Q 96.,O Q 96.,Q is a functional property.,"Given the previous statements, is O the same as H?",Yes,O is the same as H.,True
764,H U 88.,E U 88.,U is a functional property.,"Given the previous statements, is E the same as H?",Yes,E is the same as H.,True
765,H B 93.,F B 93.,B is a functional property.,"Given the previous statements, is F the same as H?",Yes,F is the same as H.,True
766,H A 36.,J A 36.,A is a functional property.,"Given the previous statements, is J the same as H?",Yes,J is the same as H.,True
767,H M 81.,A M 81.,M is a functional property.,"Given the previous statements, is A the same as H?",Yes,A is the same as H.,True
768,H W 96.,I W 96.,W is a functional property.,"Given the previous statements, is I the same as H?",Yes,I is the same as H.,True
769,H P 89.,M P 89.,P is a functional property.,"Given the previous statements, is M the same as H?",Yes,M is the same as H.,True
770,H F 65.,L F 65.,F is a functional property.,"Given the previous statements, is L the same as H?",Yes,L is the same as H.,True
771,H I 95.,X I 95.,I is a functional property.,"Given the previous statements, is X the same as H?",Yes,X is the same as H.,True
772,H D 86.,C D 86.,D is a functional property.,"Given the previous statements, is C the same as H?",Yes,C is the same as H.,True
773,H R 64.,Z R 64.,R is a functional property.,"Given the previous statements, is Z the same as H?",Yes,Z is the same as H.,True
774,H W 4.,V W 4.,W is a functional property.,"Given the previous statements, is V the same as H?",Yes,V is the same as H.,True
775,H G 5.,P G 5.,G is a functional property.,"Given the previous statements, is P the same as H?",Yes,P is the same as H.,True
776,H J 44.,S J 44.,J is a functional property.,"Given the previous statements, is S the same as H?",Yes,S is the same as H.,True
777,H I 75.,R I 75.,I is a functional property.,"Given the previous statements, is R the same as H?",Yes,R is the same as H.,True
778,H L 15.,Q L 15.,L is a functional property.,"Given the previous statements, is Q the same as H?",Yes,Q is the same as H.,True
779,H A 27.,S A 27.,A is a functional property.,"Given the previous statements, is S the same as H?",Yes,S is the same as H.,True
780,H Q 19.,V Q 19.,Q is a functional property.,"Given the previous statements, is V the same as H?",Yes,V is the same as H.,True
781,H B 7.,V B 7.,B is a functional property.,"Given the previous statements, is V the same as H?",Yes,V is the same as H.,True
782,H O 33.,D O 33.,O is a functional property.,"Given the previous statements, is D the same as H?",Yes,D is the same as H.,True
783,H N 39.,U N 39.,N is a functional property.,"Given the previous statements, is U the same as H?",Yes,U is the same as H.,True
784,H T 52.,Y T 52.,T is a functional property.,"Given the previous statements, is Y the same as H?",Yes,Y is the same as H.,True
785,H P 4.,B P 4.,P is a functional property.,"Given the previous statements, is B the same as H?",Yes,B is the same as H.,True
786,H O 91.,E O 91.,O is a functional property.,"Given the previous statements, is E the same as H?",Yes,E is the same as H.,True
787,H T 46.,K T 46.,T is a functional property.,"Given the previous statements, is K the same as H?",Yes,K is the same as H.,True
788,H U 96.,Q U 96.,U is a functional property.,"Given the previous statements, is Q the same as H?",Yes,Q is the same as H.,True
789,H F 95.,Q F 95.,F is a functional property.,"Given the previous statements, is Q the same as H?",Yes,Q is the same as H.,True
790,H R 6.,F R 6.,R is a functional property.,"Given the previous statements, is F the same as H?",Yes,F is the same as H.,True
791,H K 13.,A K 13.,K is a functional property.,"Given the previous statements, is A the same as H?",Yes,A is the same as H.,True
792,H L 91.,X L 91.,L is a functional property.,"Given the previous statements, is X the same as H?",Yes,X is the same as H.,True
793,H A 85.,U A 85.,A is a functional property.,"Given the previous statements, is U the same as H?",Yes,U is the same as H.,True
794,H P 64.,I P 64.,P is a functional property.,"Given the previous statements, is I the same as H?",Yes,I is the same as H.,True
795,H Y 7.,Z Y 7.,Y is a functional property.,"Given the previous statements, is Z the same as H?",Yes,Z is the same as H.,True
796,H K 84.,N K 84.,K is a functional property.,"Given the previous statements, is N the same as H?",Yes,N is the same as H.,True
797,H K 62.,O K 62.,K is a functional property.,"Given the previous statements, is O the same as H?",Yes,O is the same as H.,True
798,H Z 23.,F Z 23.,Z is a functional property.,"Given the previous statements, is F the same as H?",Yes,F is the same as H.,True
799,H Y 88.,W Y 88.,Y is a functional property.,"Given the previous statements, is W the same as H?",Yes,W is the same as H.,True
